"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","N.INSPECTIONS"
41486145,"AMBER STEAK HOUSE","BROOKLYN","119","NASSAU AVENUE",11222,"7183893757","Steak",8
41486152,"SVETSARAH","QUEENS","7327      ","MAIN ST                                                                                             ",11367,"7185207770","Jewish/Kosher",12
41486182,"TAKE AWAY & CAFE","BROOKLYN","7006      ","3 AVENUE                                          ",11209,"7186800777","American ",10
41486245,"NEW PEKING","BROOKLYN","344       ","CLASSON AVENUE                                                                                      ",11238,"7182308881","Chinese",9
41486332,"IL TRIANGOLO","QUEENS","96-01","CORONA AVENUE",11368,"7182711250","Italian",4
41486386,"HUDSON COMMON","MANHATTAN","356       ","WEST   58 STREET                                                                                    ",10019,"2125546000","American ",7
41486399,"TAQUERIA Y FONDA LA MEXICANA","MANHATTAN","968","AMSTERDAM AVENUE",10025,"2125310383","Mexican",6
41486451,"GROM","MANHATTAN","1796      ","BROADWAY                                          ",10019,"2129743444","Ice Cream, Gelato, Yogurt, Ices",8
41486460,"RIVER DELI","BROOKLYN","2834      ","COLUMBIA PLACE                                                                                      ",11201,"7182549200","Italian",10
41486500,"RABBITS","MANHATTAN","142-144","SULLIVAN STREET",10012,"2122285141","Café/Coffee/Tea",12
41486522,"BOXERS NYC","MANHATTAN","37        ","WEST   20 STREET                                                                                    ",10011,"2122555082","American ",9
41486575,"L&Y WING HING CHINESE RESTAURANT","BRONX","1661      ","METROPOLITAN AVE                                                                                    ",10462,"7188221616","Chinese",7
41486639,"PRIME KO","MANHATTAN","217","WEST   85 STREET",10024,"2124961888","Jewish/Kosher",12
41486640,"UNITED KITCHEN","BROOKLYN","766       ","LIBERTY AVENUE                                                                                      ",11208,"7182775162","Chinese",7
41486645,"BANK OF AMERICA EXECUTIVE DINNING ROOM","MANHATTAN","1","BRYANT PARK",10036,"6468554206","American ",7
41486672,"CHIPOTLE MEXICAN GRILL","MANHATTAN","101","FULTON STREET",10038,"2129641049","Mexican",8
41486693,"KENNEDY CHICKEN & GYROS","MANHATTAN","158","NAGLE AVENUE",10040,"2129425434","Chicken",5
41486799,"CHECKERS","BRONX","385","EAST FORDHAM ROAD",10458,"3472719238","Hamburgers",8
41486929,"THE PROPER CAFE","QUEENS","217-01","LINDEN BOULEVARD",11411,"7183412233","American ",12
41486944,"GLENDALE SPORT CLUB","QUEENS","7403      ","MYRTLE AVENUE                                                                                       ",11385,"9174050389","Café/Coffee/Tea",12
41486945,"REGINA'S CAFE & PIZZERIA","QUEENS","176-49","UNION TURNPIKE",11366,"7185915727","Pizza/Italian",7
41486961,"PINK LOTUS GOURMET","BROOKLYN","229       ","5 AVENUE                                                                                            ",11215,"7183992899","Vietnamese/Cambodian/Malaysia",10
41486983,"Townhouse 275","BROOKLYN","275","94 STREET",11209,"3475604001","Tapas",3
41486990,"ATOMIC WINGS","MANHATTAN","1140      ","2 AVENUE                                          ",10065,"2128885777","Chicken",13
41486993,"BLACK MOUNTAIN","BROOKLYN","415","UNION STREET",11231,"7185224340","American ",8
41487020,"SUBWAY","BRONX","5670","RIVERDALE AVENUE",10471,"7187962730","Sandwiches",3
41487057,"THE BURGER GARAGE","QUEENS","25-36","JACKSON AVENUE",11101,"7183920424","Hamburgers",8
41487235,"DAVID'S BRISKET HOUSE DELI","BROOKLYN","533","NOSTRAND AVENUE",11216,"7187891155","Jewish/Kosher",7
41487239,"HOLIDAY INN EXPRESS","QUEENS","59-40","55 ROAD",11378,"7184162500","American ",8
41487247,"PICK A BAGEL","MANHATTAN","891","8 AVENUE",10019,"2125828333","Bagels/Pretzels",9
41487256,"SUBWAY","MANHATTAN","317","1 AVENUE",10003,"2127775500","Sandwiches",4
41487259,"KENNEDY FRIED CHICKEN","BRONX","67","WEST KINGSBRIDGE ROAD",10468,"7184322961","Chicken",10
41487271,"FLORENTINAS RESTAURANT","BROOKLYN","454","GRAHAM AVENUE",11211,"7183897497","Mexican",6
41487277,"AUGURS WELL","MANHATTAN","115       ","ST MARKS PLACE                  ",10009,"7182497645","American ",7
41487281,"GOLDEN TERRACE BANQUET HALL","QUEENS","12023     ","ATLANTIC AVENUE                                                                                     ",11418,"7188505300","Indian",10
41487282,"MAMAS FRIED CHICKEN","MANHATTAN","2925","8 AVENUE",10039,"2128627236","Chicken",6
41487528,"GINOS PIZZERIA","BROOKLYN","585       ","MYRTLE AVENUE                                                                                       ",11205,"7186381545","Pizza/Italian",10
41487544,"NANOOSH","MANHATTAN","173","MADISON AVENUE",10016,"2124474345","Mediterranean",10
41487560,"GOOD TASTE CHINESE RESTAURANT","MANHATTAN","1974","2 AVENUE",10029,"2129966931","Chinese",4
41487602,"BOB'S DISCOUNT FURNITURE CAFE","MANHATTAN","517       ","EAST  117 STREET                                                                                    ",10035,"6464006180","Café/Coffee/Tea",7
41487738,"MEXICAN RESTAURANT","MANHATTAN","1779","LEXINGTON AVENUE",10029,"2124274440","Mexican",8
41487823,"KING WOK","BRONX","2096","STARLING AVENUE",10462,"7189311900","Chinese",5
41487847,"TASTE OF ITALY PIZZERIA","QUEENS","29-16","CRESCENT STREET",11102,"7182045427","Pizza",15
41487997,"SUBWAY","BROOKLYN","11","FLATBUSH AVENUE",11217,"7186245480","Sandwiches",7
41488028,"APPLEBEE'S NEIGHBORHOOD GRILL & BAR","BROOKLYN","139","FLATBUSH AVENUE",11217,"7189475040","American ",8
41488055,"GUACUCO","BROOKLYN","44","IRVING AVENUE",11237,"3473053300","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8
41488065,"BOCA CHICA QUEENS","QUEENS","96-20","37 AVENUE",11368,"3472422226","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9
41488163,"RICO CHIMI","QUEENS","8001      ","ATLANTIC AVENUE                                   ",11421,"3476459725","Spanish",8
41488326,"BOE SUN RESTAURANT","BRONX","762       ","ALLERTON AVENUE                 ",10467,"7186549900","Chinese",9
41488338,"388 CAFE & DELI","MANHATTAN","13        ","ELDRIDGE STREET                                                                                     ",10002,"2122191318","Chinese",16
41488373,"CRAWFORDS","BROOKLYN","19421944  ","CONEY ISLAND AVENUE                                                                                 ",11223,"7189987002","Jewish/Kosher",10
41488442,"CHARACTERS NYC BAR & GRILL","MANHATTAN","243       ","WEST   54 STREET                                                                                    ",10019,"2124598904","Irish",8
41488494,"BURGOS RESTAURANT","MANHATTAN","206","DYCKMAN STREET",10040,"2125693939","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10
41488530,"HANG LEE RESTAURANT","MANHATTAN","666","WEST 204 STREET",10034,"2129420927","Chinese",13
41488532,"THE COMMODORE","BROOKLYN","366       ","METROPOLITAN AVENUE                                                                                 ",11211,"7182187632","American ",14
41488616,"LIN'S GOURMET","MANHATTAN","1097","2 AVENUE",10022,"2127525586","Chinese",5
41488662,"PONTE EN FORMA","BRONX","2168      ","ELLIS AVENUE                                                                                        ",10462,"6462347364","American ",3
41488706,"EL PESAO SAZON","BROOKLYN","4408","3 AVENUE",11220,"7185670500","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16
41488716,"CENTRO VIVA FELIZ","BRONX","780       ","LYDIG AVENUE                                      ",10462,"6464013267","Juice, Smoothies, Fruit Salads",4
41488795,"BRISAS DEL MAR SEAFOOD MARKET","MANHATTAN","17851787  ","LEXINGTON AVENUE                                                                                    ",10029,"2122891780","Seafood",9
41488798,"FUEL HEALTH CAFE","STATEN ISLAND","1144","HYLAN BOULEVARD",10305,"7184200015","American ",7
41488802,"NEW HONG KONG HOUSE EXPRESS","QUEENS","23-07","STEINWAY STREET",11105,"7187777659","Chinese",10
41488846,"INTERCONTINENTAL NEW YORK TIMES SQUARE/TODD ENGLISH CAVA","MANHATTAN","306","WEST   44 STREET",10036,"2128034563","French",10
41488860,"CARVEL ICE CREAM","QUEENS","24900     ","HORACE HARDING EXPRESSWAY                                                                           ",11362,"7182793832","Ice Cream, Gelato, Yogurt, Ices",3
41488888,"LOBSTER BOAT RESTAURANT","MANHATTAN","11","MOTT STREET",10013,"2122268881","Chinese",14
41488981,"PICCOLA STRADA RESTAURANT","MANHATTAN","77        ","EAST    4 STREET                                  ",10003,"2126741557","Italian",8
41489026,"HOM","BROOKLYN","8806      ","3 AVENUE                                                                                            ",11209,"7182384466","American ",4
41489173,"NEW GREAT BAKERY","MANHATTAN","303","GRAND STREET",10002,"2129663318","Bakery",10
41489181,"NASICHA","QUEENS","9892      ","QUEENS BOULEVARD                                                                                    ",11374,"9176227315","Jewish/Kosher",4
41489197,"BRANDED SALOON","BROOKLYN","603","VANDERBILT AVENUE",11238,"7184848704","American ",10
41489207,"CAFE MARTIN","BROOKLYN","355","5 AVENUE",11215,"3472616836","Café/Coffee/Tea",14
41489230,"GRAND CENTRAL STAR CAFE","MANHATTAN","463","LEXINGTON AVENUE",10017,"2128678383","American ",12
41489298,"EMPIRE CHINESE RESTAURANT","QUEENS","37-09","83 STREET",11372,"7183353388","Chinese",11
41489344,"2 BROS PIZZA","MANHATTAN","31        ","WEST   46 STREET                                  ",10036,"9173229470","Pizza",7
41489414,"OLEA","BROOKLYN","171","LAFAYETTE AVENUE",11238,"7186437003","Mediterranean",13
41489490,"CHUNG KI WA RESTAURANT","QUEENS","4006      ","74 STREET                                                                                           ",11373,"7184780925","Korean",5
41489658,"CROWN FRIED CHICKEN","BROOKLYN","793","UTICA AVENUE",11203,"3477870663","Chicken",15
41489659,"OLLIE'S TO GO","MANHATTAN","2425","BROADWAY",10024,"2128772298","Chinese/Japanese",10
41489694,"GEORGES RESTAURANT","BROOKLYN","753","CONEY ISLAND AVENUE",11218,"7182820152","American ",14
41489728,"BEN & JERRY'S","QUEENS","1         ","JFK INTERN AIRPORT                                                                                  ",11430,"7185537170","Ice Cream, Gelato, Yogurt, Ices",5
41489737,"PATSY'S PIZZERIA","MANHATTAN","1279      ","1 AVENUE                                                                                            ",10065,"2126931000","Italian",9
41489740,"KENNEDY FRIED CHICKEN","BROOKLYN","938","UTICA AVENUE",11203,"7187031570","Chicken",9
41489741,"FLYNNS GARDEN INN","QUEENS","4608      ","SKILLMAN AVENUE                                                                                     ",11104,"7183922715","Irish",3
41489751,"HUDSON CLEARWATER","MANHATTAN","447       ","HUDSON STREET                                                                                       ",10014,"2129893255","French",7
41489770,"PICANTERIA LA GUALACENITA","QUEENS","40-08","HAMPTON STREET",11373,"7184245150","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12
41489783,"DALTON SEA SIDE GRILL","QUEENS","10802     ","ROCKAWAY BEACH BOULEVARD                                                                            ",11694,"7186344384","Seafood",7
41489786,"LAO BEI FANG DUMPLING & HAND-DRAWN NOODLE HOUSE","QUEENS","8305      ","BROADWAY                                                                                            ",11373,"7186393996","Chinese",12
41489806,"MASALA TIMES","MANHATTAN","194","BLEECKER STREET",10012,"2124773333","Indian",13
41490112,"VICKI'S RESTAURANT  and  BAKERY","QUEENS","102-16","43 AVENUE",11368,"3474694600","Spanish",11
41490195,"CORNER CAFE","MANHATTAN","2518      ","BROADWAY                        ",10025,"2122801900","Café/Coffee/Tea",6
41490270,"TOM & TOON","MANHATTAN","245       ","WEST   51 STREET                                  ",10019,"2122264565","Thai",10
41490282,"LE PARISIEN","MANHATTAN","163       ","EAST   33 STREET                ",10016,"2128895489","French",13
41490324,"PEKING KITCHEN","BROOKLYN","271       ","PROSPECT PARK WEST              ",11215,"7184991674","Chinese",12
41490374,"BT3 BAR","MANHATTAN","4","PENN PLAZA",10001,"2124656273","American ",2
41490406,"KING HOUSE","BRONX","2381      ","WESTCHESTER AVENUE                                                                                  ",10461,"7185188833","Chinese",9
41490486,"BT4 BAR","MANHATTAN","4","PENN PLAZA",10001,"__________","Other",1
41490493,"LE PAIN QUOTIDIEN","MANHATTAN","1309","LEXINGTON AVENUE",10128,"2122030802","Sandwiches",4
41490506,"PACIFIC KITCHEN","STATEN ISLAND","4255","AMBOY ROAD",10306,"7189486888","Chinese",12
41490544,"BAR PITTI","MANHATTAN","268","6 AVENUE",10014,"2129823300","Italian",6
41490603,"SAINT'S ALP TEAHOUSE","MANHATTAN","39","3 AVENUE",10003,"2125981890","Chinese",3
41490606,"JEKYLL & HYDE","MANHATTAN","91","7 AVENUE SOUTH",10014,"2129897701","American ",13
41490694,"PARRILLA INTERNATIONAL","BRONX","3815","WHITE PLAINS ROAD",10467,"7185474359","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10
41490788,"MIDWAY BAR","BROOKLYN","272       ","GRAND STREET                                                                                        ",11211,"7185991969","American ",8
41490874,"SUBWAY","MANHATTAN","6466      ","DELANCY STREET                                                                                      ",10002,"2125989700","Sandwiches",5
41490991,"LIPS RESTAURANT","MANHATTAN","227       ","EAST   56 STREET                ",10022,"2126757710","American ",6
41491093,"HAAGEN DAZS","MANHATTAN","55","EAST 8 STREET",10003,"2127772477","Ice Cream, Gelato, Yogurt, Ices",3
41491097,"SUBWAY","MANHATTAN","716       ","3 AVENUE                                                                                            ",10017,"2126828685","Sandwiches",6
41491144,"ANFORA","MANHATTAN","34","8 AVENUE",10014,"2125182722","Italian",6
41491151,"TINY'S GIANT SANDWICH SHOP","MANHATTAN","129       ","RIVINGTON STREET                                                                                    ",10002,"2122284919","Sandwiches",5
41491157,"PAYAG","QUEENS","51-34     ","ROOSEVELT AVENUE                                  ",11377,"3479353192","Filipino",8
41491173,"EVE ULTRA LOUNGE","STATEN ISLAND","2354","Arthur Kill Road",10309,"7186051000","American ",4
41491217,"RIVIERA RISTORANTE","QUEENS","1712      ","UTOPIA PARKWAY                                                                                      ",11357,"7183522225","Italian",4
41491272,"AZUL TEQUILA MEXICAN RESTAURANT","BRONX","783       ","LYDING AVE                                        ",10462,"7182390711","Mexican",8
41491302,"JOU JOU CAFE","MANHATTAN","603","WEST  168 STREET",10032,"2127812222","Sandwiches/Salads/Mixed Buffet",8
41491314,"MARIA COFFEE SHOP & RESTAURANT","BROOKLYN","1185","ROCKAWAY AVENUE",11236,"7182726373","Café/Coffee/Tea",14
41491315,"DIG INN","MANHATTAN","17","EAST 17 STREET",10003,"2122537676","American ",6
41491344,"INTERNATIONAL CENTER OF PHOTOGRAPHY","MANHATTAN","1133      ","AVENUE OF THE AMERICAS                                                                              ",10036,"2128570000","American ",3
41491418,"ATOMIC WINGS","MANHATTAN","184","1 AVENUE",10009,"2125057272","American ",11
41491419,"ITAL FUSION","BROOKLYN","4705","CHURCH AVENUE",11203,"3476638515","Caribbean",4
41491501,"SUBWAY","MANHATTAN","151       ","EAST   43 STREET                                                                                    ",10017,"2129220431","Sandwiches",12
41491524,"LADY JAY'S","BROOKLYN","633 ","GRAND STREET                            ",11211,"7183871029","Bottled beverages, including water, sodas, juices, etc.",4
41491651,"NEW CHINA WOK CHINESE KITCHEN","BROOKLYN","57        ","4 AVENUE                                                                                            ",11217,"7186381398","Chinese",5
41491686,"JOSE FISH MARKET","QUEENS","8104      ","ROOSEVELT AVENUE                                                                                    ",11372,"6465300230","Seafood",3
41491764,"B-HIVE LOUNGE","BROOKLYN","990","ATLANTIC AVENUE",11238,"7186222226","American ",15
41491816,"DRAGON YUAN","BRONX","526","MORRIS AVENUE",10451,"7189938898","Chinese",8
41491905,"HILL COUNTRY CHICKEN","MANHATTAN","1123      ","BROADWAY                                                                                            ",10010,"2122576446","Chicken",7
41491940,"MALAPARTE","MANHATTAN","753       ","WASHINGTON STREET               ",10014,"2122552122","Italian",10
41491955,"WEST SIDE STEAKHOUSE","MANHATTAN","597       ","10 AVENUE                                                                                           ",10036,"2125644803","Steak",5
41492028,"KING ROYAL FRIED CHICKEN","BROOKLYN","590","5 AVENUE",11215,"7189650893","Chicken",6
41492088,"LAS BANDERAS RESTAURANT","BROOKLYN","1641","MCDONALD AVENUE",11230,"7183742364","Mexican",9
41492111,"2 BROS PIZZA","MANHATTAN","36","ST MARKS PLACE",10003,"2122540180","Pizza",11
41492123,"CAFE BUDOVICE","BROOKLYN","274       ","AVENUE X                                                                                            ",11223,"6462095951","Eastern European",6
41492166,"LA BOULANGERIE LOPEZ BAKED GOODS & CAFE","BROOKLYN","647","5 AVENUE",11215,"7189650289","Café/Coffee/Tea",8
41492178,"SIK GAEK","QUEENS","4911      ","ROOSEVELT AVENUE                                                                                    ",11377,"7182054555","Korean",9
41492204,"CORCHO WINE ROOM","MANHATTAN","227","DYCKMAN STREET",10034,"2122033371","Bottled beverages, including water, sodas, juices, etc.",12
41492306,"UNCLE MARIO'S","MANHATTAN","739","9 AVENUE",10019,"2124591234","Pizza",9
41492331,"SANDRO'S LATIN FOOD RESTAURANT","QUEENS","2703","23 AVENUE",11105,"7186062323","Spanish",12
41492452,"KENEDY FRIED CHICKEN","BRONX","1359","EAST GUNHILL ROAD",10469,"7185158990","Chicken",5
41492552,"TWO BOOTS PIZZERIA","MANHATTAN","2547      ","BROADWAY                        ",10025,"2122802668","Pizza",8
41492556,"THE BURGER BISTRO","BROOKLYN","7217","3 AVENUE",11209,"7188335833","Hamburgers",7
41492583,"NEW WAH ON","BROOKLYN","986","SUTTER AVENUE",11208,"7183481330","Chinese",6
41492592,"SOHO CAFE & GRILL","BROOKLYN","215       ","CHURCH AVENUE                                                                                       ",11218,"7184368800","American ",7
41492594,"EAST 21 CHINESE & JAPANESE CUISINE","QUEENS","7126      ","ROOSEVELT AVENUE                                                                                    ",11372,"7186393535","Japanese",12
41492598,"SUPER BOWL CHINESE RESTAURANT","QUEENS","5963      ","55 ROAD                                                                                             ",11378,"7188941234","Chinese",14
41492690,"KENNEDY FRIED CHICKEN","BROOKLYN","2788","FULTON STREET",11207,"7182351283","American ",6
41492701,"FIVE GUYS BURGERS AND FRIES","MANHATTAN","36        ","WEST   48 STREET                                                                                    ",10036,"2129971270","Hamburgers",7
41492954,"BROWN BETTY RESTAURANT","QUEENS","132-04","LIBERTY AVENUE",11419,"7183236438","Caribbean",11
41492962,"TASTE OF TOKYO","MANHATTAN","6062      ","BEAVER STREET                                                                                       ",10004,"2128094711","Japanese",13
41493180,"ARTICHOKE BASILLE'S PIZZA & BAR","MANHATTAN","457       ","WEST   17 STREET                                                                                    ",10011,"2127929200","Italian",10
41493226,"SKY ROOM","MANHATTAN","330       ","WEST   40 STREET                                  ",10018,"2123801195","American ",11
41493340,"TOKYO HOUSE JAPANESE RESTAURANT","BRONX","5648      ","RIVERDALE AVENUE                ",10471,"7186016877","Japanese",9
41493366,"VEGGIES NATURAL JUICE BAR","BROOKLYN","785","FRANKLIN AVENUE",11238,"3476273247","Juice, Smoothies, Fruit Salads",6
41493368,"LENA","MANHATTAN","34        ","WEST   35 STREET                                                                                    ",10001,"6462741995","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10
41493671,"ALITALIA - COMPAGNIA AEREA ITALIANA","QUEENS","0         ","JFK INTL AIRPORT                                                                                    ",11430,"7187097351","Italian",6
41493707,"SUSHI CHOSI","MANHATTAN","77        ","IRVING PLACE                    ",10003,"2124201419","Japanese",9
41493727,"MID CHINA","BROOKLYN","9409      ","5 AVENUE                                                                                            ",11209,"7188338900","Chinese",7
41493787,"ORIENT EXPRESS","MANHATTAN","325       ","WEST   11 STREET                                                                                    ",10014,"2126918845","Turkish",9
41493791,"NEW GOLDEN SZECHUAN","QUEENS","133-47","ROOSEVELT AVENUE",11354,"7187622664","Chinese",8
41493832,"BONCHON USA","MANHATTAN","207","WEST   38 STREET",10018,"2122213339","Chicken",9
41493867,"BRUCIE","BROOKLYN","234       ","COURT STREET                                                                                        ",11201,"3479874961","Italian",10
41494100,"CAFE LAFAYETTE","MANHATTAN","80","LAFAYETTE STREET",10013,"2124062595","Delicatessen",11
41494135,"LE PAIN QUOTDIEN","MANHATTAN","2         ","WEST   69 STREET                                  ",10023,"6462333768","Sandwiches",4
41494167,"BALILO DELI","MANHATTAN","837","11 AVENUE",10019,"2125821851","Delicatessen",10
41494201,"GUAYACAN BAR & LOUNGE","QUEENS","184-17","JAMAICA AVENUE",11423,"3474238384","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10
41494274,"ORIENTAL CHINESE KITCHEN","BROOKLYN","390       ","NEPTUNE AVENUE                  ",11235,"7188918563","Chinese",12
41494286,"BANH MI SAIGON BAKERY","MANHATTAN","198 ","GRAND STREET                            ",10013,"2129411541","Vietnamese/Cambodian/Malaysia",8
41494287,"HAPPY DELI PLUS","QUEENS","33-09","COLLEGE POINT BOULEVARD",11354,"7189393450","Korean",12
41494297,"ATOMIC WINGS","MANHATTAN","528","9 AVENUE",10018,"2127609090","Chicken",6
41494299,"ASTORIA BOWL","QUEENS","19-45","49 STREET",11105,"7182741910","American ",10
41494303,"SNACK DRAGON","MANHATTAN","164","ORCHARD STREET",10002,"2124737257","Mexican",12
41494322,"Nightingale 9","BROOKLYN","329","SMITH STREET",11231,"7184220444","American ",4
41494383,"LEMON LIFE","MANHATTAN","255       ","EAST  110 STREET                                                                                    ",10029,"2123692886","Japanese",8
41494671,"AUNTIE ANNE'S","MANHATTAN","30        ","ROCKEFELLER PLAZA                                 ",10112,"2122458555","Bagels/Pretzels",3
41494675,"AMADEUS","QUEENS","64-19","108 STREET",11375,"7188972400","Jewish/Kosher",12
41494859,"SUBWAY","MANHATTAN","1","IRVING PLACE",10003,"2127777088","Sandwiches",5
41494911,"NAPOLI PIZZA","STATEN ISLAND","1206      ","VICTORY BOULEVARD                                                                                   ",10301,"7187275353","Pizza",6
41494926,"LINCOLN FRIED CHICKEN","BRONX","1635","WESTCHESTER AVENUE",10472,"7183784236","Chicken",8
41494987,"BROOKLYN FARMACY AND SODA FOUNTAIN","BROOKLYN","513       ","HENRY STREET                                                                                        ",11231,"7185226260","American ",12
41495061,"DE JA VU","QUEENS","33-22","28 AVENUE",11103,"9179571736","American ",3
41495091,"JOHANA RESTAURANT","BROOKLYN","1386      ","DEKALB AVENUE                   ",11221,"7185738724","Spanish",7
41495114,"THE NARROWS","BROOKLYN","1037 ","FLUSHING AVENUE                         ",11237,"9176588941","American ",6
41495141,"EL CERITO RESTAURANT","BRONX","11841186  ","ELDER AVENUE                                                                                        ",10472,"7183288553","Mexican",14
41495273,"LUCKY NO.1 CHINESE RESTAURANT","QUEENS","179-37","HILLSIDE AVENUE",11432,"7185230513","Chinese",13
41495376,"MATAHEKO AFRICAN RESTAURANT AND LOUNGE","QUEENS","14407     ","JAMAICA AVENUE                                                                                      ",11435,"7187393980","African",10
41495380,"ST GILES HOTEL - ICON/THE COURT","MANHATTAN","130","EAST 39 STREET",10016,"2125928888","American ",11
41495455,"DUCK VILLAGE CHINESE RESTAURANT","QUEENS","22132     ","HORACE HARDING_EXPRESSWAY                                                                           ",11364,"7184285959","Korean",8
41495490,"UNCLE LOUIE G","BROOKLYN","2581      ","CROPSEY AVENUE                                    ",11214,"7183332843","Ice Cream, Gelato, Yogurt, Ices",4
41495492,"DUNKIN DONUTS & BASKIN ROBBINS","BROOKLYN","3015","MERMAID AVENUE",11224,"7182665021","Donuts",4
41495495,"DUNKIN DONUTS & BASKIN ROBBINS","BROOKLYN","2630","86 STREET",11223,"7183723824","Donuts",5
41495497,"DUNKIN DONUTS & BASKIN ROBBINS","BROOKLYN","1410","AVENUE J",11230,"7182521312","Donuts",7
41495525,"SINGAS FAMOUS PIZZA","BROOKLYN","512       ","GRAND STREET                                      ",11211,"7187822100","Pizza",8
41495562,"YO-YO FRITAILLE","BROOKLYN","1758","NOSTRAND AVENUE",11226,"7186761637","Creole",11
41495573,"TERAKAWA RAMEN","MANHATTAN","885","9 AVENUE",10019,"2123070170","Japanese",12
41495616,"BROOKLYN BRIDGE GARDEN BAR","BROOKLYN","NKA       ","BROOKLYN BRIDGE PARK                                                                                ",11201,"9176221653","American ",5
41495669,"RED MANGO","QUEENS","3058      ","STEINWAY STREET                                                                                     ",11103,"3477384197","Juice, Smoothies, Fruit Salads",3
41495741,"HEALTHY HALAL RESTAURANT","BROOKLYN","1168","FULTON STREET",11216,"7185360243","Middle Eastern",17
41495778,"ORIGINAL MAMA'S EMPANADAS","QUEENS","7617      ","ROOSEVELT AVENUE                                                                                    ",11372,"7188998529","Spanish",8
41495817,"NEW CHINA GARDEN","BRONX","724","NEREID AVENUE",10466,"7183246666","Chinese",5
41495839,"ANTHI'S GREEK FOOD","MANHATTAN","614       ","AMSTERDAM AVENUE                                                                                    ",10024,"2127871007","Greek",10
41495866,"SUBWAY","BRONX","1024","LONGWOOD AVENUE",10459,"7183787040","Sandwiches",4
41495887,"REVIVE (NORTH CONCOURSE) GATE 25","QUEENS","0         ","JFK INT'L AIRPORT                                                                                   ",11430,"7186566210","American ",3
41495911,"ARIA","MANHATTAN","117","PERRY STREET",10014,"2122424233","Italian",12
41495931,"MAXIN BAKERY","QUEENS","4006      ","MAIN STREET                                                                                         ",11354,"7188860666","Bakery",4
41495962,"LIC MARKET","QUEENS","21-52","44 DRIVE",11101,"7183610013","Café/Coffee/Tea",14
41496092,"@ the Square(STARBUCKS)","MANHATTAN","45","WEST    4 STREET",10012,"2129953443","Café/Coffee/Tea",4
41496144,"LA CREPE C'EST SI BON","MANHATTAN","115","ELDRIDGE STREET",10002,"6464389898","French",6
41496204,"ALITALIA PIZZA RESTAURANT","BRONX","1138","EAST TREMONT AVENUE",10460,"7185975250","Pizza",7
41496250,"CHINA PEKING HOUSE","BRONX","4382      ","WHITE PLAINS ROAD               ",10466,"7188818666","Chinese",8
41496435,"PAPAYA KING","MANHATTAN","179       ","EAST   86 STREET                                                                                    ",10028,"2123690648","Hotdogs",4
41496506,"WHITMAN'S","MANHATTAN","406","EAST 9 STREET",10009,"2122288011","American ",10
41496655,"TERAKAWA RAMEN","MANHATTAN","18","LEXINGTON AVENUE",10010,"2127772939","Japanese",9
41496664,"CLINTON PARK CAFE","BROOKLYN","274","HALL STREET",11205,"7186220185","Café/Coffee/Tea",8
41496721,"BONCHON","MANHATTAN","325","5 AVENUE",10016,"2126868282","Korean",12
41497034,"RED MANGO","QUEENS","61-47","188 STREET",11365,"7182648881","Ice Cream, Gelato, Yogurt, Ices",10
41497056,"DONBURI-YA","MANHATTAN","137       ","EAST   47 STREET                                                                                    ",10017,"2129807909","Japanese",10
41497079,"WEN GEE HOUSE","BROOKLYN","287       ","VAN BRUNT STREET                                                                                    ",11231,"7185227246","Chinese",14
41497089,"EL NUEVO TAINO","MANHATTAN","2228","AMSTERDAM AVENUE",10032,"2125439635","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10
41497107,"MYUNG SAN RESTAURANT","QUEENS","162-21","DEPOT ROAD",11358,"7188881245","Korean",13
41497122,"XI'AN FAMOUS FOODS","MANHATTAN","81        ","ST MARKS PLACE                  ",10003,"2127862068","Chinese",10
41497126,"LA CABANA RESTAURANT","MANHATTAN","2277","1 AVENUE",10035,"2128605555","Mexican",13
41497214,"NEW JIN GUANG HOUSE","BROOKLYN","1086","DEKALB AVENUE",11221,"7189190095","Chinese",10
41497254,"D NAPOLI PIZZA","MANHATTAN","906","3 AVENUE",10022,"2122073848","Pizza",6
41497301,"CAFE GLECHIK OF SHEEPSHEAD BAY","BROOKLYN","1655      ","SHEEPSHEAD BAY ROAD                               ",11235,"7183322414","Russian",9
41497403,"BASICS CAFETERIA","BRONX","1064","FRANKLIN AVENUE",10456,"6462240519","American ",10
41497405,"COTTA BENE","BROOKLYN","291       ","3 AVENUE                                                                                            ",11215,"7187227200","Italian",13
41497410,"SALAAM BOMBAY","MANHATTAN","319","GREENWICH STREET",10013,"2122269400","Indian",10
41497422,"FUSHIMI JAPANESE CUISINE","BROOKLYN","9316","4 AVENUE",11209,"7188337788","Japanese",13
41497492,"SPICY & TASTY","QUEENS","3907      ","PRINCE STREET                                     ",11354,"7183591601","Chinese",16
